defName,mod,label,layers,bodyPartGroups,tags,genCommonality,proposedZone,reviewFlag
RK_BiaoShiFu,鼠族HSK拓展,Moustate couriers uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier2|RK_ExoticMilitia|RK_ExoticSoldierLeader|RK_ExoticSoldier|RK_ExoticDefender|RK_ExoticLightArmor|RoyalCombatGear,,Zone_Base,
RK_EU_Hechtgrau,鼠族HSK拓展,Edelweiss Hechtgrau,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_EU_Soldier,,Zone_Base,
RK_ExoticFarmerDress,鼠族HSK拓展,Moustate farmer dress,,,,,Zone_Base,继承-已补判
RK_GangShirt,鼠族HSK拓展,ratkin gang outfit,OnSkin,Torso|Shoulders|Arms|Legs,RK_JiraiApparel|RK_GangApparel,,Zone_Base,
RK_GuardsmanA,鼠族HSK拓展,ratkin defender uniform A,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_2Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Base,
RK_GuardsmanB,鼠族HSK拓展,ratkin defender uniform B,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_2Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Base,
RK_HeChang,鼠族HSK拓展,ratkin HeChang,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticResearchers|RoyalTier2|RoyalTier5,,Zone_Base,
RK_Huafu,鼠族HSK拓展,ratkin HuaFu,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticNoble|RK_ExoticTier3|RoyalTier2|RoyalTier5,,Zone_Base,
RK_IR_InfantryUniform,鼠族HSK拓展,Iris Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_IR_Soldier,,Zone_Base,
RK_Jirai,鼠族HSK拓展,ratkin jirai outfit,OnSkin,Torso|Shoulders|Arms|Legs,RK_JiraiApparel|RK_JiraiPlayer,,Zone_Base,
RK_KB_InfantryUniform,鼠族HSK拓展,Kornblume Bluse,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_KB_Soldier,,Zone_Base,
RK_KO_KnightUniform,鼠族HSK拓展,Order State Knight Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,,,Zone_Base,
RK_KP_InfantryUniform,鼠族HSK拓展,Klaproos Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_KP_Soldier,,Zone_Base,
RK_LR_InfantryUniform,鼠族HSK拓展,Lavender Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_LR_Soldier,,Zone_Base,
RK_LS_InfantryUniform,鼠族HSK拓展,Lale Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_LS_Soldier,,Zone_Base,
RK_MR_InfantryUniform,鼠族HSK拓展,Multiflora Rose Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_MR_Soldier,,Zone_Base,
RK_MaidA,鼠族HSK拓展,Ratkin Service Maid Outfit,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Ambassador|RK_3Tier|RK_Noble|RK_Worker|Royal|RoyalTier2|RoyalTier5,,Zone_Base,
RK_MaidB,鼠族HSK拓展,Ratkin Servant Maid Outfit,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Ambassador|RK_3Tier|RK_Noble|RK_Worker|Royal|RoyalTier2|RoyalTier5,,Zone_Base,
RK_ManatwarUniform,鼠族HSK拓展,Manatwar uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RK_ExoticRanger|RK_ExoticLightArmor|RoyalCombatGear|RoyalTier3|RoyalTier5,,Zone_Base,
RK_MilUniform,鼠族HSK拓展,ratkin military uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Knight|RK_2Tier|RK_Ambassador|RK_Soldier|RoyalCombatGear,,Zone_Base,
RK_NK_InfantryUniform,鼠族HSK拓展,Narcissus Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_NK_Officer|RK_NK_Soldier,,Zone_Base,
RK_NR_InfantryUniform,鼠族HSK拓展,Moutan Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_NR_Soldier,,Zone_Base,
RK_Officer,鼠族HSK拓展,ratkin officer uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Noble|RK_3Tier|Royal|RoyalTier6|RoyalTier7,,Zone_Base,
RK_Oriental,鼠族HSK拓展,ratkin oriental dress,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Gaurdener|RK_2Tier|RK_Combatant|RK_Knight|RK_KnightCommander|RK_LightArmor|RK_HeavyArmor|RoyalCombatGear,,Zone_Base,
RK_PK_InfantryUniform,鼠族HSK拓展,Paeonia Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_PK_Soldier,,Zone_Base,
RK_PunkOutfit,鼠族HSK拓展,ratkin punker outfit,OnSkin,Neck|Torso|Shoulders|Arms|Legs,RK_JiraiApparel|RK_GangApparel,,Zone_Base,
RK_RR_InfantryUniform,鼠族HSK拓展,Red Rose Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_RR_Soldier,,Zone_Base,
RK_Rifleman,鼠族HSK拓展,ratkin infantry uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_Knight|RK_2Tier|RK_Ambassador|RK_Soldier|RoyalCombatGear,,Zone_Base,
RK_Ruqun,鼠族HSK拓展,ratkin Ruqun,OnSkin,Torso|Shoulders|Arms|Legs,RK_ExoticMilitia|RK_ExoticWorker|RK_ExoticFarmer|RK_ExoticTier1|RK_ExoticTier1_OnSkin,,Zone_Base,
RK_SD_Gimnastyorka,鼠族HSK拓展,Snowdrop Gimnastyorka,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_SD_Soldier,,Zone_Base,
RK_SenGiTai,鼠族HSK拓展,SenGiTai attire,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_SenGiTai|RoyalCombatGear,,Zone_Base,
RK_Suyi,鼠族HSK拓展,ratkin Suyi,OnSkin,Torso|Shoulders|Arms|Legs,RK_ExoticMilitia|RK_ExoticWorker|RK_ExoticFarmer|RK_ExoticTier1|RK_ExoticTier1_OnSkin,,Zone_Base,
RK_VK_InfantryUniform,鼠族HSK拓展,Violet Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_VK_Soldier,,Zone_Base,
RK_WR_FieldUniform,鼠族HSK拓展,White Rose Field Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_WR_Soldier,,Zone_Base,
RK_XiangMaClothing,鼠族HSK拓展,ratkin robber clothing,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticBandit|RK_ExoticBanditBoss|RoyalCombatGear,,Zone_Base,
RK_YE_InfantryUniform,鼠族HSK拓展,Yaezakura Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_YE_Officer|RK_YE_Soldier,,Zone_Base,
RK_YiShang,鼠族HSK拓展,YiShang,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier2|RK_ExoticMilitia|RK_ExoticSoldierLeader|RK_ExoticSoldier|RK_ExoticDefender|RK_ExoticLightArmor|RoyalCombatGear,,Zone_Base,
RK_ZhongShan,鼠族HSK拓展,ratkin Mao suit,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticProgressive|RoyalTier2|RoyalTier5,,Zone_Base,
baonuanneiyi,鼠族HSK拓展,毛绒绒的保暖长衣,OnSkin,Torso|Neck|Shoulders|Arms,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
baonuanneiyi_Child,鼠族HSK拓展,儿童版毛绒绒长裙,OnSkin,Torso|Shoulders|Arms|Legs,Royal,,Zone_Base,
bjq,鼠族HSK拓展,古堡夫人长裙,OnSkin,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
fangdanjunfu,鼠族HSK拓展,骑士重装军服,OnSkin,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
fengye,鼠族HSK拓展,枫叶军服,OnSkin,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
junfu,鼠族HSK拓展,骑士军服,OnSkin,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
nwcq,鼠族HSK拓展,宫廷长裙,OnSkin,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
nwcqB,鼠族HSK拓展,宫廷长裙B款,OnSkin,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
xinpian,鼠族HSK拓展,融合护盾芯片,xinpianA,Torso,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Base,
OAGene_SnowstormCloak,金鼠族 HSK版本,Rat Clan Wind and Snow Cloak,Shell,Torso|Neck|Shoulders|Arms|Legs,OA_RK_Fengxue|RoyalTier2|RoyalTier5,0,Zone_Coat,
OA_RK_Windbreaker_A,金鼠族 HSK版本,Oberonia Aurea long trench coat,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_TravellerApparel|OARatkin_CourtApparel|OARatkin_Noble_Tier1,,Zone_Coat,
OA_RK_Windbreaker_B,金鼠族 HSK版本,Blizt combat trench coat,Shell,Torso|Neck|Shoulders|Arms|Legs|Feet,OARatkin_AssaulterArmor|OARatkin_Spaceport_AssaulterArmor,,Zone_Coat,
OA_RK_Windbreaker_C,金鼠族 HSK版本,Oberonia Aurea court trench coat,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_NavigateApparel|OARatkin_IndustrialApparel|OARatkin_TechnicalApparel|OARatkin_TravellerApparel|OARatkin_Noble_Tier1,,Zone_Coat,
RK_Ao,鼠族HSK拓展,Moustate winter coat (Ao),Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RoyalTier5,,Zone_Coat,
RK_BanCoat,鼠族HSK拓展,ratkin rogue's coat,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticBandit,,Zone_Coat,
RK_BanleaderCoat,鼠族HSK拓展,ratkin bandit chief fur coat,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticBanditBoss|RoyalTier5,,Zone_Coat,
RK_BikerJacket,鼠族HSK拓展,ratkin biker jacket,Shell,Neck|Torso|Shoulders|Arms,RK_JiraiApparel|RK_GangApparel,,Zone_Coat,
RK_DongYi,鼠族HSK拓展,Moustate winter coat,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticExplorer|RK_ExoticTier1|RK_ExoticTier2|RK_ExoticMilitia|RK_ExoticWorker|RK_ExoticFarmer|RoyalTier2,,Zone_Coat,
RK_ExoticCloak,鼠族HSK拓展,exotic cloak,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RoyalTier5,,Zone_Coat,
RK_FuriSote,鼠族HSK拓展,Moustate furisode,,,,,Zone_Coat,继承-已补判
RK_Haori,鼠族HSK拓展,Moustate Haori,,,RK_SenGiTai|RoyalTier5,,Zone_Coat,继承-已补判
RK_JiaAoChild,鼠族HSK拓展,ratkin lined jacket,OnSkin|Middle,Torso|Shoulders|Arms|Legs,RK_ExoticWorker|RK_ExoticFarmer|RK_ExoticTier1|RK_ExoticTier2|RK_ExoticTier3|RK_ExoticChild|RoyalTier2|RoyalTier5,,Zone_Coat,
RK_TengPai,鼠族HSK拓展,ratkin cane shield,OuterClothing,Torso|Shoulders|Arms,RK_ExoticLightShield,,Zone_Coat,
RK_WR_TrenchCoat,鼠族HSK拓展,White Rose Trench Coat,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_WR_Officer|RK_WR_Soldier,,Zone_Coat,
RK_WhiteCloak,鼠族HSK拓展,Ratkin Cloak,Shell,Torso|Neck|Shoulders,RK_Ambassador|RK_3Tier|RK_Noble|RK_Worker,,Zone_Coat,
RK_ZhaMian,鼠族HSK拓展,ratkin hanafuda mask,Overhead,UpperHead|Eyes|Mouth|Teeth,RK_ExoticZhaMian,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Bai,鼠族HSK拓展,ratkin impermanence hanafuda,,,RoyalCombatGear|RK_ExoticImpermanence,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Hei,鼠族HSK拓展,ratkin impermanence hanafuda,,,RoyalCombatGear|RK_ExoticImpermanence,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Hi,鼠族HSK拓展,,,,RoyalCombatGear|RK_ExoticBanditBoss,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Kiku,鼠族HSK拓展,,,,RK_ExoticBandit|RoyalCombatGear,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Null,鼠族HSK拓展,「Ratkin Void Hanafuda」,,,,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Ran,鼠族HSK拓展,,,,RK_ExoticBandit|RoyalCombatGear,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Sakura,鼠族HSK拓展,,,,RK_ExoticBandit|RoyalCombatGear,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Tsuki,鼠族HSK拓展,,,,RoyalCombatGear|RK_ExoticBanditElite,,Zone_Coat,继承-防水大衣?
RK_ZhaMian_Ume,鼠族HSK拓展,,,,RK_ExoticBandit|RoyalCombatGear,,Zone_Coat,继承-防水大衣?
RK_ZhangPai,鼠族HSK拓展,ratkin barrier board,OuterClothing,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticHeavyShield|RK_ExoticShooterShield,,Zone_Coat,
hsdy,鼠族HSK拓展,毛绒大衣,Shell,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Coat,
maorongdayi,鼠族HSK拓展,毛绒绒的风雪大衣,Shell,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Coat,
maorongdayi_Child,鼠族HSK拓展,儿童版毛绒绒大衣,Shell,Torso|Shoulders|Arms|Legs,Royal,,Zone_Coat,
nwpf,鼠族HSK拓展,白湛女王披风,Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalTier7|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Coat,
sxpf,鼠族HSK拓展,授勋披风,Shell,Torso|Neck|Shoulders|Arms,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Coat,
Miho_Apparel_Mask_Eltex,美狐HSK拓展,미호 엘텍스 마스크,Miho_Special,UpperHead,Gunlink,,Zone_Face,
Miho_Apparel_Special_Glasses,美狐HSK拓展,미호 안경,Miho_Special,Eyes,MihoGlasses,0.15,Zone_Face,
Miho_Apparel_Special_RoundGlasses,美狐HSK拓展,미호 둥근 안경,Miho_Special,Eyes,MihoGlasses,0.01,Zone_Face,
Miho_Apparel_Special_SunGlasses,美狐HSK拓展,미호 선글라스,Miho_Special,Eyes,MihoSunGlasses,0.01,Zone_Face,
Miho_Apparel_Special_Toxmask,美狐HSK拓展,미호 방독면,Overhead,Mouth,,,Zone_Face,
Miho_Apparel_Special_Visor,美狐HSK拓展,미호 바이저,Miho_Special,UpperHead,Gunlink,,Zone_Face,
MKSWheat,鼠族HSK拓展,麦克斯韦MK空地装甲全息面罩,Overhead,FullHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Face,
RK_Bandage,鼠族HSK拓展,Ratkin Bandage,EyeCover,UpperHead,RK_Apparel|RK_1Tier|RK_Thief|RK_Worker,,Zone_Face,终判-绷带蒙面
RK_EyeMask,鼠族HSK拓展,Ratkin Eye Mask,EyeCover,Eyes,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Face,
RK_GlassesB,鼠族HSK拓展,Ratkin Box glasses,EyeCover,Eyes,RK_Doctor|RK_Murderer|RK_2Tier|RoyalTier2,,Zone_Face,
RK_GlassesR,鼠族HSK拓展,Ratkin Round Glasses,EyeCover,Eyes,RK_Doctor|RK_Murderer|RK_2Tier|RoyalTier2,,Zone_Face,
RK_Hood,鼠族HSK拓展,Ratkin Hood,EyeCover,UpperHead,RK_Apparel|RK_1Tier|RK_Thief|RK_Worker,,Zone_Head,终判-兜帽归头饰
RK_Monocle,鼠族HSK拓展,Ratkin Monocle,EyeCover,Eyes,RK_Doctor|RK_Murderer|RK_2Tier|RoyalTier2,,Zone_Face,
hjzjmz,鼠族HSK拓展,纳米合金战甲面罩（发光款）,Overhead,FullHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Face,
hjzjmzB,鼠族HSK拓展,纳米合金战甲面罩,Overhead,FullHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Face,
kydcmz,鼠族HSK拓展,矿业调查面罩,Overhead,FullHead|Neck,RK_Worker|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Face,
xqzmj,鼠族HSK拓展,先驱者作战面罩,Overhead,FullHead|Neck,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Face,
yingwu,鼠族HSK拓展,小肥啾鹦鹉,EyeCover,Eyes,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Head,终判-宠物头饰
Miho_Apparel_Hat_EltexCaptain,美狐HSK拓展,미호 엘텍스 장교모,Overhead,UpperHead,MihoRoyal|Royal,,Zone_Head,
Miho_Apparel_Hat_Militia,美狐HSK拓展,미호 트루퍼 헬멧,Overhead,UpperHead|Eyes,MihoMilitia,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_MilitiaEar,美狐HSK拓展,미호 트루퍼 헬멧 (귀),Overhead,UpperHead|Eyes|MihoEars,MihoMilitia|MihoEars,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_MilitiaMedic,美狐HSK拓展,미호 메딕 헬멧,Overhead,UpperHead|Eyes,MihoMedic,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_MilitiaShoot,美狐HSK拓展,미호 트루퍼 헬멧,Overhead,UpperHead|Eyes,MihoMilitia,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_MilitiaVegi,美狐HSK拓展,미호 트루퍼 헬멧 (야채),Overhead,UpperHead|Eyes|MihoEars,MihoMilitia|MihoEars,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_PMC,美狐HSK拓展,미호 정예 트루퍼 헬멧,Overhead,FullHead|Eyes|MihoEars,MihoPMC|MihoEars,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_Hat_Pariah,美狐HSK拓展,미호 퍼라이어 배틀 헬멧,Overhead,FullHead,MihoPMC,,Zone_Head,
Miho_Apparel_Hat_ShooterCap,美狐HSK拓展,미호 택티컬 캡,Overhead,UpperHead,MihoMilitia,,Zone_Head,
Miho_Apparel_Hat_Sorceress,美狐HSK拓展,미호 소서리스모,Overhead,UpperHead,MihoRoyal,,Zone_Head,
Miho_Apparel_Hat_Winter,美狐HSK拓展,미호 비니,Overhead,UpperHead|MihoEars,MihoCommonNecessaryHat|MihoEars,0.1,Zone_Head,
Miho_Apparel_Hat_Worker,美狐HSK拓展,미호 안전모,Overhead,UpperHead|Eyes|MihoEars,MihoMilitia|MihoEars,,Zone_Head,规则修正-头盔回归头饰
Miho_Apparel_OnSkin_Hoodie,美狐HSK拓展,미호 후드,OnSkin,Torso|Shoulders|Arms|Legs,MihoCommonNecessary|MihoMilitia,,Zone_Head,
Miho_Apparel_OnSkin_OrnatedCaptain,美狐HSK拓展,미호 엘텍스 장교복,OnSkin,Shoulders|Arms|Torso|Legs,MihoRoyal|Royal,,Zone_Head,
Miho_Apparel_Special_Magnifier,美狐HSK拓展,미호 매그니파이어,Miho_Special,UpperHead,Gunlink,,Zone_Head,
Miho_Apparel_Special_Maid,美狐HSK拓展,미호 프렌치 메이드 카츄샤,Miho_Special,UpperHead,Gunlink,,Zone_Head,
Miho_Apparel_Special_TacticalAssist,美狐HSK拓展,미호 사격보조 컴퓨터,Miho_Special,UpperHead,Gunlink,,Zone_Head,
OAGene_SnowstormBarrette,金鼠族 HSK版本,Wind and snow hair accessories,Overhead,UpperHead,OA_RK_Fengxue|RoyalTier2|RoyalTier5|Royal|RoyalTier6|RoyalTier7,0,Zone_Head,
OA_RK_Armor_Hat_A,金鼠族 HSK版本,Light Blitz combat helmet,,Eyes|Neck,OARatkin_AssaulterArmor,,Zone_Head,
OA_RK_Armor_Hat_B,金鼠族 HSK版本,Full protection Blitz combat helmet,,FullHead|Neck,OARatkin_AssaulterArmor|OARatkin_Spaceport_AssaulterArmor,,Zone_Head,
OA_RK_Hat_A,金鼠族 HSK版本,Oberonia Aurea square hat,,,OARatkin_TravellerApparel|OARatkin_Noble_Tier1,,Zone_Head,
OA_RK_Hat_B,金鼠族 HSK版本,Oberonia Aurea silver-leaf hairpin,,,OARatkin_Noble_Tier1|OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Head,
OA_RK_Hat_C,金鼠族 HSK版本,Oberonia Aurea court silver-leaf hairpin,,,,,Zone_Head,
OA_RK_Hat_D,金鼠族 HSK版本,Oberonia Aurea scouter,,,,,Zone_Head,
OA_RK_Hat_E,金鼠族 HSK版本,Oberonia Aurea silver-rose hairpin,,,RoyalTier6|RoyalTier7,,Zone_Head,
OA_RK_New_Hat_A,金鼠族 HSK版本,Oberonia Aurea wreath,,,OARatkin_Traveller_Apparel,,Zone_Head,
OA_RK_New_Hat_B,金鼠族 HSK版本,Oberonia Aurea Snow Fleece Hat,,,OARatkin_Traveller_Apparel|OARatkin_Noble_Tier1,,Zone_Head,
OA_RK_New_Hat_C,金鼠族 HSK版本,Oberonia Aurea Technical Hat,,,OARatkin_TechnicalApparel|OARatkin_NavigateApparel,,Zone_Head,
OA_RK_New_Hat_D,金鼠族 HSK版本,Oberonia Aurea industrial protective helmet,,,OARatkin_IndustrialApparel,,Zone_Head,
OA_RK_New_Hat_E,金鼠族 HSK版本,Oberonia Aurea Crew Hair Accessory,,FullHead|Neck,OARatkin_NavigateApparel,,Zone_Head,
Crusadershead,鼠族HSK拓展,十字军轻型护盔,Overhead,FullHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Head,
RA_DetectiveHat,鼠族HSK拓展,ratkin detective hat,Overhead,UpperHead,RK_Apparel|RK_2Tier|RK_Doctor|RoyalTier2,,Zone_Head,
RA_PaladinCoronet,鼠族HSK拓展,paladin coronet,Overhead,FullHead,RK_Noble|RK_3Tier|RK_Melee|RK_Knight|RoyalCombatGear,,Zone_Head,
RA_PaladinHood,鼠族HSK拓展,paladin hood,Overhead,FullHead,RK_Noble|RK_3Tier|RK_Melee|RK_Knight|RoyalCombatGear,,Zone_Head,
RK_AF_Fez,鼠族HSK拓展,Albizia Fez,Overhead,UpperHead|Eyes,RK_AF_Soldier,,Zone_Head,规则修正-头盔回归头饰
RK_Bergmutze,鼠族HSK拓展,ratkin Bergmutze,,,,,Zone_Head,继承-已补判
RK_BigBeard,鼠族HSK拓展,Ratkin Big Beard,Overhead,Eyes,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,规则修正-头盔回归头饰
RK_BingLi,鼠族HSK拓展,「Ratkin Beonggeoji」,Overhead,UpperHead|Eyes,,,Zone_Head,规则修正-头盔回归头饰
RK_BlackMask,鼠族HSK拓展,ratkin black mask,Overhead,Mouth|Teeth,RK_ExoticMask,,Zone_Head,规则修正-头盔回归头饰
RK_CaesarCrownA,鼠族HSK拓展,Ratkin Crown gold,Overhead,FullHead,RK_Noble|RK_3Tier|Royal,,Zone_Head,
RK_CaesarCrownB,鼠族HSK拓展,Ratkin Crown silver,Overhead,FullHead,RK_Noble|RK_3Tier|Royal,,Zone_Head,
RK_Circlet,鼠族HSK拓展,ratkin circlet,Overhead,FullHead,RK_Noble|RK_3Tier|Royal|RK_Melee|RK_Knight|RoyalCombatGear,,Zone_Head,
RK_DouLi,鼠族HSK拓展,Moustate rain hat,Overhead,UpperHead,RK_ExoticTier1|RK_ExoticMilitia|RK_ExoticWorker|RK_ExoticFarmer|RK_DaXia,,Zone_Head,
RK_EU_BerndorfHelmet,鼠族HSK拓展,Edelweiss Berndorf Helmet,Overhead,UpperHead|Eyes,RK_EU_Soldier|RK_EU_Cavalry,,Zone_Head,
RK_Earrings,鼠族HSK拓展,earrings,,UpperHead,,,Zone_Head,
RK_ExoticWarmHat,鼠族HSK拓展,ratkin sleep rabbit hat,Overhead,UpperHead,RK_ExoticExplorer|RK_ExoticTier1|RK_ExoticTier2|RK_ExoticMilitia|RK_ExoticWorker|RK_ExoticFarmer|RoyalTier2,,Zone_Head,
RK_FuJin,鼠族HSK拓展,ratkin FuJin,Overhead,UpperHead,RK_ExoticResearchers|RoyalTier2|RoyalTier5,,Zone_Head,
RK_GaoDing,鼠族HSK拓展,Ratkin GaoDing helmet,Overhead,UpperHead|Eyes,RK_ExoticTier3|RK_ExoticSoldier|RK_ExoticHeavyArmor|RoyalCombatGear,,Zone_Head,
RK_GuardHat,鼠族HSK拓展,Ratkin Guard Helmet,Overhead,UpperHead,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,
