defName,label,来源mod,落地方式,techLevel,①穿戴位置,②用途场景,③科技档,旧分类,①依据,②依据
Apparell_ArcticWolfHood,Beasthead Cowl,HMC Vile's Pre-Industrial,上游补丁,Neolithic,头部,职业劳作,原始,AnimalHeaddressCat|SetAnimalHandler,旧分类,职业套装
Apparello_Brocade,Jerkin,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,UpperOverdressCat|ShellLayerCat|SetLeader,旧分类,护甲值/甲类
Apparello_Clawboots,Caligae Boots,HMC Vile's Pre-Industrial,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat|SetMilitia|SetLegion|SetNeolithic,旧分类,默认/待裁决
Apparello_Furxhood,Fur Head Garment,HMC Vile's Pre-Industrial,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Apparello_Holdem,Fancy Breeches,HMC Vile's Pre-Industrial,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,PantsCat|UrbanPantsCat|SetMedieval|SetCommoner|SetLeader,旧分类,默认/待裁决
Apparello_HornedHead,Bevored Sallet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetKnight,旧分类,护甲值/甲类
Apparello_MetalBoots,Sabaton Boots,HMC Vile's Pre-Industrial,上游补丁,Medieval,鞋靴,战斗护甲,中世纪,BootsCat|SetMedieval|SetKnight|SetLeader,旧分类,护甲值/甲类
Apparello_MojoFeather,Royal Armet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetLeader,旧分类,护甲值/甲类
Apparello_Moron,Burgonet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetArcher|SetInfantry|SetMilitia,旧分类,护甲值/甲类
Apparello_NorbalArcher,Sallet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetArcher|SetInfantry,旧分类,护甲值/甲类
Apparello_NorbalKing,Antlered Fur Cap,HMC Vile's Pre-Industrial,上游补丁,Neolithic,头部,职业劳作,原始,AnimalHeaddressCat|SetAnimalHandler,旧分类,职业套装
Apparello_NorbalMuffshoes,Sandals,HMC Vile's Pre-Industrial,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat|SetCommoner|SetNeolithic|SetFeudal,旧分类,默认/待裁决
Apparello_NorbalThunder,Legion Galea,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetLegion,旧分类,护甲值/甲类
Apparello_NorbalWarrior,Great Helm,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetKnight,旧分类,护甲值/甲类
Apparello_PonPon,Poncho,HMC Vile's Pre-Industrial,上游补丁,Industrial,躯干外衣,战斗护甲,工业,UpperOverdressCat|SetBandit,旧分类,战斗套装
Apparello_Rimramhood,Wicker Armor,HMC Vile's Pre-Industrial,上游补丁,Neolithic,躯干外衣,战斗护甲,原始,ShellPartialArmorCat|SetNeolithic,旧分类,护甲值/甲类
Apparello_Sheet,Mail Shirt,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,MiddleArmorCat|SetMedieval|SetNorbal|SetKnight|SetInfantry|SetMilitia|SetLeader|SetArcher,旧分类,护甲值/甲类
Apparello_Shoes,Shoes,HMC Vile's Pre-Industrial,上游补丁,Medieval,鞋靴,日常便服,中世纪,BootsCat|SetMedieval,旧分类,默认/待裁决
Apparello_Slughood,Barbute,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,SetMedieval|SetNorbal|SetKnight|SetInfantry,layer,护甲值/甲类
Apparello_Snorkhood,Tusk Helmet,HMC Vile's Pre-Industrial,上游补丁,Neolithic,头部,战斗护甲,原始,PreModernHelmetsCat|SetLeader,旧分类,护甲值/甲类
Apparello_Snowboots,Snow Boots,HMC Vile's Pre-Industrial,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat|SetMilitia|SetNeolithic,旧分类,默认/待裁决
Apparello_Syndicatellorare,Cuirass,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellPartialArmorCat|SetMedieval|SetInfantry|SetArcher|SetMilitia,旧分类,护甲值/甲类
Apparello_Tribalpad,Rod-and-Slat Armor,HMC Vile's Pre-Industrial,上游补丁,Neolithic,躯干外衣,战斗护甲,原始,CombinedArmorCat|SetNeolithic,旧分类,护甲值/甲类
Apparello_Tunic,Overtunic,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,UpperOverdressCat|ShellLayerCat|SetMedical|SetCommoner,旧分类,护甲值/甲类
Apparello_Vandal,coif,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat|SetSlaver,旧分类,默认/待裁决
Apparello_ohlala,Shimmering Crown,HMC Vile's Pre-Industrial,上游补丁,Neolithic,头部,日常便服,原始,HeaddressCat|SetLeader,旧分类,默认/待裁决
Armor_AlloyVest,Alloy Vest,Core_SK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,VestsCat,旧分类,护甲值/甲类
Armor_Brigandine,Brigandine,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat|SetMedieval,旧分类,护甲值/甲类
Armor_CQC,Close Quarters Combat Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|SetCombatarmor,旧分类,护甲值/甲类
Armor_CloakedHauberk,Scaled Warlord Hauberk,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat|SetMedieval,旧分类,护甲值/甲类
Armor_ColonialMarine,Marine Personal Armor,Core_SK,上游补丁,Industrial,全身连体,战斗护甲,工业,MediumFullArmorCat|Setmarinearmor,旧分类,护甲值/甲类
Armor_Commando,Commando Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,MediumFullArmorCat|SetInteractor,旧分类,护甲值/甲类
Armor_FeralPlateCrude,Feral Plate Armor,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat,旧分类,护甲值/甲类
Armor_FeralPlateImproved,Spiked Feral Plate Armor,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat,旧分类,护甲值/甲类
Armor_Hauberk,Hauberk,Core_SK,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,VestsCat|SetMedieval,旧分类,护甲值/甲类
Armor_HauberkScaled,Scaled Hauberk,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat|SetMedieval,旧分类,护甲值/甲类
Armor_HellPowerArmor,Hell Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|Setpowerarmor,旧分类,护甲值/甲类
Armor_Hive,Hive Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|Sethivearmor,旧分类,护甲值/甲类
Armor_InteractorCloak,Interactor Cloak,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,LightFullArmorCat|SetInteractor,旧分类,护甲值/甲类
Armor_Interstellar,Interstellar Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|SetInteractor,旧分类,护甲值/甲类
Armor_PaddedVest,Padded Vest,Core_SK,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,VestsCat,旧分类,护甲值/甲类
Armor_PhaseArmor,Phase Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,MediumFullArmorCat,旧分类,护甲值/甲类
Armor_PlateArmor,Full Plate Armor,Core_SK,上游补丁,Medieval,全身连体,战斗护甲,中世纪,LightFullArmorCat|SetMedieval,旧分类,护甲值/甲类
Armor_PlateVest,Plate Vest,Core_SK,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,VestsCat|SetMedieval,旧分类,护甲值/甲类
Armor_PowerArmorLight,Light Power Armor,Core_SK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,LightUpperArmorCat|Setpowerarmor,旧分类,护甲值/甲类
Armor_PowerArmorMedium,Medium Power Armor,Core_SK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,MediumUpperArmorCat|Setpowerarmor,旧分类,护甲值/甲类
Armor_Siege,Siege Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|SetSiegearmor,旧分类,护甲值/甲类
Armor_SkynetCloak,Skynet Cloak,Core_SK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,LightUpperArmorCat,旧分类,护甲值/甲类
Armor_Steamhull,Steamhull Armor,Core_SK,上游补丁,Spacer,全身连体,战斗护甲,太空,HeavyFullArmorCat|Setsteamarmor,旧分类,护甲值/甲类
Armor_SyndicateCoat,Syndicate Coat,Core_SK,上游补丁,Spacer,躯干外衣,战斗护甲,太空,LightUpperArmorCat|SetSyndicate,旧分类,护甲值/甲类
Armor_TacticalVest,Tactical Vest,Core_SK,上游补丁,Industrial,躯干外衣,战斗护甲,工业,VestsCat,旧分类,护甲值/甲类
Boots_Clawed,Clawed Boots,Core_SK,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat,旧分类,默认/待裁决
Boots_Combat,Combat Boots,Core_SK,上游补丁,Industrial,鞋靴,战斗护甲,工业,BootsCat,旧分类,护甲值/甲类
Boots_Fur,Fur Boots,Core_SK,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat|SetMedieval,旧分类,默认/待裁决
Boots_Metal,Metal Boots,Core_SK,上游补丁,Medieval,鞋靴,战斗护甲,中世纪,BootsCat,旧分类,护甲值/甲类
Boots_Plated,Plated Boots,Core_SK,上游补丁,Medieval,鞋靴,战斗护甲,中世纪,BootsCat|SetMedieval,旧分类,护甲值/甲类
Boots_Shoes,Shoes,Core_SK,上游补丁,Medieval,鞋靴,日常便服,中世纪,BootsCat,旧分类,默认/待裁决
Boots_Snow,Snow Boots,Core_SK,上游补丁,Neolithic,鞋靴,日常便服,原始,BootsCat|SetMedieval,旧分类,默认/待裁决
Boots_Speed,Speed Boots,Core_SK,上游补丁,Spacer,鞋靴,战斗护甲,太空,BootsCat|Setpowerarmor,旧分类,护甲值/甲类
Boots_Spurred,Spurred Boots,Core_SK,上游补丁,Industrial,鞋靴,日常便服,工业,BootsCat,旧分类,默认/待裁决
Boots_Techno,Techno Boots,Core_SK,上游补丁,Spacer,鞋靴,战斗护甲,太空,BootsCat|Setpowerarmor,旧分类,护甲值/甲类
Bottoms_Armored,Armored Leggings,Core_SK,上游补丁,Spacer,下衣裤裙,战斗护甲,太空,MilitaryPantsCat|SetSyndicate|SetInteractor,旧分类,护甲值/甲类
Bottoms_Combat,Combat Pants,Core_SK,上游补丁,Spacer,下衣裤裙,战斗护甲,太空,MilitaryPantsCat|SetCombatarmor|SetSiegearmor|Setpowerarmor|Sethivearmor|Setsteamarmor,旧分类,护甲值/甲类
Bottoms_Fancy,Fancy Pants,Core_SK,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,UrbanPantsCat,旧分类,默认/待裁决
Bottoms_Holstered,Holstered Pants,Core_SK,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,UrbanPantsCat,旧分类,默认/待裁决
Bottoms_Jeans,Jeans,Core_SK,上游补丁,Industrial,下衣裤裙,职业劳作,工业,UrbanPantsCat|SetHarvester,旧分类,职业套装
Bottoms_LeatherPants,Leather Pants,Core_SK,上游补丁,Industrial,下衣裤裙,日常便服,工业,UrbanPantsCat,旧分类,默认/待裁决
Bottoms_Loincloth,Loincloth,Core_SK,上游补丁,Neolithic,下衣裤裙,日常便服,原始,UrbanPantsCat|SetMedieval,旧分类,默认/待裁决
Bottoms_Suspenders,Suspenders,Core_SK,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,UrbanPantsCat|SetMedieval,旧分类,默认/待裁决
Bottoms_SuspendersModern,Modern Suspenders,Core_SK,上游补丁,Industrial,下衣裤裙,职业劳作,工业,UrbanPantsCat|SetMiner|SetConstructor,旧分类,职业套装
Bottoms_SuspendersStriped,Striped Suspenders,Core_SK,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,UrbanPantsCat|SetMedieval,旧分类,默认/待裁决
Bottoms_WorkTrousers,Work Trousers,Core_SK,上游补丁,Industrial,下衣裤裙,日常便服,工业,UrbanPantsCat,旧分类,默认/待裁决
CE_Apparel_AdvancedNightVision,advanced night vision goggles,CombatExtended,上游补丁,Industrial,配饰腰背,装饰饰品,工业,AccessoriesCat,旧分类,旧分类
CE_Apparel_Backpack,Backpack,CombatExtended,上游补丁,Industrial,配饰腰背,战术装备,工业,SpecialApparelCat,layer,旧分类
CE_Apparel_BallisticShield,ballistic shield,CombatExtended,上游补丁,Industrial,配饰腰背,战斗护甲,工业,ShieldCat|SetCombatarmor|SetSecurity|SetInteractor,旧分类,旧分类
CE_Apparel_ExoFrame,powered exoframe,CombatExtended,上游补丁,Industrial,躯干外衣,战术装备,工业,SpecialApparelCat,layer,旧分类
CE_Apparel_KidBackpack,kid backpack,CombatExtended,上游补丁,Industrial,配饰腰背,战术装备,工业,SpecialApparelCat|KidsApparel,layer,旧分类
CE_Apparel_RadioPack,radio pack,CombatExtended,上游补丁,Spacer,配饰腰背,战术装备,太空,SpecialApparelCat,layer,旧分类
CE_Apparel_SimpleNightVision,night vision monocular,CombatExtended,上游补丁,Industrial,配饰腰背,装饰饰品,工业,AccessoriesCat,旧分类,旧分类
CE_Apparel_TacVest,tactical vest,CombatExtended,上游补丁,Industrial,配饰腰背,战术装备,工业,SpecialApparelCat,layer,旧分类
CE_Apparel_TribalBackpack,tribal backpack,CombatExtended,上游补丁,Neolithic,配饰腰背,战术装备,原始,SpecialApparelCat,layer,旧分类
ChJAndroidThermalBandages,thermal wrapping,Androids,上游补丁,Neolithic,贴身内衣,日常便服,原始,Apparel,layer,默认/待裁决
ChjAndroid_ChemfuelGenerator,droid fuel generator belt,Androids,上游补丁,Medieval,配饰腰背,日常便服,中世纪,Apparel,layer,默认/待裁决
Crusaders,十字军护甲,鼠族HSK拓展,本地直改,Medieval,躯干外衣,礼仪贵族,中世纪,ApparelNoble,Zone tag,旧分类
Crusadershead,十字军轻型护盔,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,ApparelNoble,Zone tag,旧分类
Gcoya_MihoAcademyLongDress,美狐修道长裙,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoClothArmor,美狐软布甲,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,layer,护甲值/甲类
Gcoya_MihoElegantSkirt,美狐古典典雅长裙,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoFeatherHat,美狐猎手头饰,美狐HSK拓展,本地直改,Industrial,头部,日常便服,工业,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoFishingSuit,美狐渔猎粗衣,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoMedicalClothing,美狐远游医师服,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,layer,护甲值
Gcoya_MihoRangerServer,美狐森林猎手裙,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,layer,护甲值
Gcoya_MihoSkirtA,美狐裙子 A,美狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoSkirtArmor,美狐裙甲,美狐HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,Miho_Apparel,layer,护甲值/甲类
Gcoya_MihoSteelHelmet,美狐钢盔,美狐HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,Miho_Apparel,layer,护甲值/甲类
Gcoya_MihoTravelSuit,美狐热带旅行装 A,美狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gcoya_MihoTribalSkirt,美狐野性部落裙,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,layer,默认/待裁决
Gloves_Chef,Oven Mitts,Core_SK,上游补丁,Industrial,手套,职业劳作,工业,GlovesCat|SetCookie,旧分类,职业套装
Gloves_Combat,Combat Gloves,Core_SK,上游补丁,Industrial,手套,战斗护甲,工业,GlovesCat,旧分类,护甲值/甲类
Gloves_DocCutters,Doctor's Cutters,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetMedical,旧分类,护甲值/甲类
Gloves_DocPincers,Doctor's Pincers,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetMedical,旧分类,护甲值/甲类
Gloves_Gauntlets,Gauntlets,Core_SK,上游补丁,Medieval,手套,战斗护甲,中世纪,GlovesCat|SetMedieval,旧分类,护甲值/甲类
Gloves_Injector,Injector Gloves,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetBandit|SetCombatarmor|SetSyndicate,旧分类,护甲值/甲类
Gloves_InjectorTwo,Calmax Gloves,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetInteractor|SetSniper,旧分类,护甲值/甲类
Gloves_Melee,Discharger Gloves,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetCombatarmor|SetSyndicate,旧分类,护甲值/甲类
Gloves_Plated,Plated Gloves,Core_SK,上游补丁,Medieval,手套,战斗护甲,中世纪,GlovesCat|SetMedieval,旧分类,护甲值/甲类
Gloves_Power,Power Gloves,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetSiegearmor|Setsteamarmor|Sethivearmor|SetSyndicate,旧分类,护甲值/甲类
Gloves_Reinforced,Reinforced Gloves,Core_SK,上游补丁,Industrial,手套,战斗护甲,工业,GlovesCat|SetSyndicate|SetCombatarmor,旧分类,护甲值/甲类
Gloves_Sniper,Stabilizer Gloves,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetInteractor|SetSniper,旧分类,护甲值/甲类
Gloves_Tactical,Tactical Grips,Core_SK,上游补丁,Industrial,手套,职业劳作,工业,GlovesCat|SetSecurity|SetScout,旧分类,职业套装
Gloves_TechnoGauntlets,Techno Gauntlets,Core_SK,上游补丁,Spacer,手套,战斗护甲,太空,GlovesCat|SetSniper,旧分类,护甲值/甲类
Gloves_Worker,Leather Gloves,Core_SK,上游补丁,Medieval,手套,职业劳作,中世纪,GlovesCat|SetConstructor|SetSmith,旧分类,职业套装
Hat_ArcticWolfHood,Wolf Hood,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_Bandana,Bandana,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,HeaddressCat|SetBandit|SetSlaver,旧分类,战斗套装
Hat_BanditScarf,Bandit scarf,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_BeanieCat,Cat Beanie,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_Beret,Beret,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,HeaddressCat|SetBandit,旧分类,战斗套装
Hat_Bonnet,bonnet,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat|SetSlaver,旧分类,默认/待裁决
Hat_Caravaneer,Caravaneer's hat,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat,旧分类,默认/待裁决
Hat_Cardshark,Cardshark Hat,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_Chef,Chef's Hat,Core_SK,上游补丁,Industrial,头部,职业劳作,工业,SpecialHelmetsCat|SetCookie,旧分类,职业套装
Hat_ChefImproved,Tinkercraft Chef's Hat,Core_SK,上游补丁,Industrial,头部,职业劳作,工业,SpecialHelmetsCat|SetCookie,旧分类,职业套装
Hat_ChimmeringCrown,Shimmering Crown,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,HeaddressCat,旧分类,默认/待裁决
Hat_Coif,Coif,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat|SetSlaver,旧分类,默认/待裁决
Hat_Cryptosleep,Cryptosleep hat,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_DeerHood,Deer Horns Hood,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_EngineerCommLink,War Engineer's Comm-Link,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,MilitaryHeaddressCat|SetSmith,旧分类,护甲值/甲类
Hat_FeathersHeaddress,Tribal Headdress,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_Fedora,Fedora,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_Fur,Fur Hat,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_FurHood,Fur Hood,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_GasMask,Gas Mask,Core_SK,上游补丁,Industrial,面饰眼部,环境防护,工业,GasMasksCat,旧分类,旧分类
Hat_GasMaskElephant,Elephant Gasmask,Core_SK,上游补丁,Industrial,面饰眼部,环境防护,工业,GasMasksCat,旧分类,旧分类
Hat_HeadsetBandana,Headset with Bandana,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MilitaryHeaddressCat|SetSecurity,旧分类,护甲值/甲类
Hat_Kubanka,Norbal Fur Hat,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat,旧分类,默认/待裁决
Hat_Kufiya,Kufiya,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,HeaddressCat,旧分类,默认/待裁决
Hat_MedicBandana,Medic's Bandana,Core_SK,上游补丁,Industrial,头部,职业劳作,工业,SpecialHelmetsCat|SetMedical,旧分类,职业套装
Hat_NorbalCowl,Cowl,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,HeaddressCat,旧分类,默认/待裁决
Hat_NorbalKing,Horned Cap,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_NorbalSkullCap,Skull Cap,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_NorbalSkullCapWinged,Winged Skullcap,Core_SK,上游补丁,Medieval,头部,日常便服,中世纪,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_Officer,Officer Hat,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MilitaryHeaddressCat,旧分类,护甲值/甲类
Hat_PlagueDoctor,plague doctor mask,Core_SK,上游补丁,Medieval,面饰眼部,环境防护,中世纪,SetMedieval|GasMasksCat,旧分类,旧分类
Hat_PsyMask,Psy Gas Mask,Core_SK,上游补丁,Industrial,面饰眼部,环境防护,工业,GasMasksCat,旧分类,旧分类
Hat_RamHood,Ram Horns Hood,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_SimpleCap,Simple Cap,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,HeaddressCat|SetBandit,旧分类,战斗套装
Hat_Sombrero,Sombrero,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,HeaddressCat|SetBandit,旧分类,战斗套装
Hat_SpeedsterCap,Speedster Cap,Core_SK,上游补丁,Spacer,头部,职业劳作,太空,HeaddressCat|SetMedical|SetHarvester,旧分类,职业套装
Hat_Straw,straw hat,Core_SK,上游补丁,Neolithic,头部,职业劳作,原始,HeaddressCat|SetHarvester,旧分类,职业套装
Hat_Surgeon,Surgeon's Headgear,Core_SK,上游补丁,Industrial,头部,职业劳作,工业,SpecialHelmetsCat|SetMedical,旧分类,职业套装
Hat_TacticalCover,Tac-Team Headcover,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MilitaryHeaddressCat|SetSniper,旧分类,护甲值/甲类
Hat_ThickLeather,Thick Leather Hat,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_Tricorn,Tricorn,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_TusksHood,Tusks Hood,Core_SK,上游补丁,Neolithic,头部,日常便服,原始,AnimalHeaddressCat,旧分类,默认/待裁决
Hat_Ushanka,Ushanka,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Hat_WoolCap,Wool Cap,Core_SK,上游补丁,Industrial,头部,日常便服,工业,HeaddressCat,旧分类,默认/待裁决
Helmet_Bascinet,Bascinet,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_CQC,Close Quarters Combat Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat|SetCombatarmor,旧分类,护甲值/甲类
Helmet_ColonialMarine,Ballistic Helmet,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MediumHelmetsCat|Setmarinearmor,旧分类,护甲值/甲类
Helmet_ColonialMarineCamo,Camo Ballistic Helmet,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MediumHelmetsCat|Setmarinearmor,旧分类,护甲值/甲类
Helmet_Domed,Domed Helmet,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_Doom,Doom Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat,旧分类,护甲值/甲类
Helmet_Enviro,Enviro Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,MediumHelmetsCat,旧分类,护甲值/甲类
Helmet_EnviroLight,Enviro Light Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,MediumHelmetsCat,旧分类,护甲值/甲类
Helmet_FeralGrinder,Grinder Helmet,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MedievalHelmets,旧分类,护甲值/甲类
Helmet_FeralHusker,Husker Hood,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets,旧分类,护甲值/甲类
Helmet_FeralScorcher,Feral Gas Mask,Core_SK,上游补丁,Industrial,面饰眼部,环境防护,工业,GasMasksCat,旧分类,旧分类
Helmet_FeralSkulker,Skulker Hood,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets,旧分类,护甲值/甲类
Helmet_FeralThumper,Thumper Hood,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets,旧分类,护甲值/甲类
Helmet_HellPowerArmor,Hell Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat|Setpowerarmor,旧分类,护甲值/甲类
Helmet_Hive,Hive Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat|Sethivearmor,旧分类,护甲值/甲类
